term,valence
pillar,0.583
pillow,0.663
pillowcase,0.5
pilot,0.688
pinball,0.582
pine,0.583
pineapple,0.677
ping,0.541
pink,0.806
pinkie,0.663
pinnacle,0.633
pinpoint,0.583
pint,0.686
pinto,0.57
pinup,0.61
pioneer,0.796
pious,0.698
pipe,0.541
piper,0.569
piscina,0.714
pistachio,0.643
pita,0.551
pitch,0.521
pitcher,0.51
pivotal,0.582
pix,0.521
pixie,0.562
pizza,0.847
pizzazz,0.635
pizzeria,0.719
place,0.573
placebo,0.52
placement,0.643
placid,0.64
plain,0.5
plainclothes,0.698
plan,0.646
plane,0.51
planes,0.667
planet,0.698
planetarium,0.704
planetary,0.604
planets,0.724
plankton,0.552
planned,0.74
planner,0.76
planning,0.894
plant,0.73
plantation,0.573
planter,0.604
planting,0.635
plaque,0.52
plasticity,0.542
plat,0.716
plate,0.583
plateau,0.611
plated,0.562
platform,0.602
plating,0.576
platinum,0.75
platter,0.686
plaudit,0.816
plausibility,0.705
plausible,0.714
play,0.812
playa,0.724
playback,0.656
playbook,0.673
playboy,0.646
player,0.557
playful,0.892
playground,0.888
playhouse,0.719
playmate,0.878
playoff,0.622
playpen,0.698
playroom,0.844
plaything,0.708
playtime,0.76
playwright,0.672
plaza,0.69
plea,0.633
pleasant,0.939
pleased,0.939
pleasing,0.917
pleasurable,0.948
pleasure,0.939
pleasures,0.896
pleated,0.534
pledge,0.719
pledged,0.719
plenary,0.573
plentiful,0.833
plenty,0.827
plenum,0.531
plethora,0.646
pliable,0.625
pliers,0.561
plough,0.677
plow,0.531
plowed,0.552
plowing,0.562
plucky,0.816
plug,0.531
plum,0.724
plumage,0.656
plural,0.56
plurality,0.683
plush,0.625
plywood,0.561
pocketbook,0.551
pocketful,0.594
podium,0.627
poem,0.81
poems,0.833
poet,0.827
poetic,0.86
poetical,0.802
poetics,0.833
poetry,0.697
poignant,0.646
pointer,0.583
poise,0.677
polarity,0.51
policeman,0.542
policewoman,0.53
polish,0.604
polished,0.667
polite,0.927
politeness,0.875
polka,0.604
poll,0.552
pollen,0.622
polo,0.582
pompous,0.5
pond,0.52
ponder,0.74
pong,0.5
pontiff,0.625
pontificate,0.584
pontoon,0.5
pony,0.812
ponytail,0.541
poodle,0.5
pool,0.625
pop,0.673
popcorn,0.875
pope,0.6
poppy,0.635
popsicle,0.667
popular,0.88
popularity,0.896
popularized,0.75
population,0.615
populous,0.52
porcelain,0.562
porch,0.535
porker,0.521
porridge,0.573
port,0.55
portable,0.615
portal,0.583
porter,0.571
porterhouse,0.602
portfolio,0.625
porthole,0.5
portico,0.521
portion,0.536
portrait,0.698
portraiture,0.735
portray,0.656
posh,0.823
posited,0.615
position,0.604
positioning,0.615
positive,0.959
positiveenergy,0.94
positively,0.969
positivity,0.959
possess,0.67
possession,0.677
possibility,0.816
possible,0.688
post,0.52
postage,0.56
postal,0.765
postcard,0.822
poster,0.542
posterior,0.51
posterity,0.565
postman,0.643
posture,0.562
pot,0.5
potable,0.765
potato,0.541
potatoes,0.69
potency,0.708
potent,0.698
potential,0.806
potion,0.5
potluck,0.621
potpourri,0.646
potter,0.573
pottery,0.594
pound,0.57
powder,0.521
powdered,0.52
power,0.719
powerful,0.865
powerfully,0.854
powerhouse,0.63
practicable,0.677
practical,0.71
practically,0.622
practice,0.684
practiced,0.612
practise,0.713
practitioner,0.704
pragmatic,0.573
prairie,0.673
praise,0.776
praised,0.95
praisegod,0.851
praisejesus,0.833
praises,0.878
praiseworthy,0.875
praising,0.906
prance,0.683
prank,0.571
pray,0.714
prayer,0.745
prayforme,0.52
praying,0.646
preach,0.602
preacher,0.551
preaching,0.646
preamble,0.541
precaution,0.625
precede,0.615
precedence,0.594
precedent,0.574
preceptor,0.521
precincts,0.531
precious,0.917
precise,0.833
precisely,0.816
precision,0.677
precursor,0.58
predecessor,0.635
predicate,0.635
predict,0.615
prediction,0.562
predictor,0.646
predilection,0.667
predisposed,0.531
predisposition,0.656
predominance,0.684
predominant,0.68
predominate,0.673
preeminent,0.688
preemption,0.521
preemptive,0.642
prefect,0.698
prefer,0.76
preferable,0.806
preference,0.792
preferential,0.74
prefix,0.521
pregnancy,0.74
pregnant,0.765
preliminary,0.531
prelude,0.544
premier,0.755
premiere,0.776
premise,0.531
premises,0.5
premium,0.786
prenatal,0.74
prenuptial,0.633
prep,0.688
preparation,0.771
preparatory,0.698
prepare,0.656
prepared,0.71
preparedness,0.76
preparer,0.617
preparing,0.735
preponderance,0.562
preppy,0.542
prerogative,0.521
preschool,0.604
prescient,0.531
prescribed,0.531
prescriptive,0.615
presence,0.874
present,0.724
presentable,0.836
presentation,0.792
presenter,0.673
presentment,0.708
presents,0.781
preservation,0.667
preservative,0.531
preserve,0.837
preserved,0.677
preserving,0.765
preside,0.542
presidency,0.776
president,0.677
presidential,0.612
press,0.552
prestige,0.918
prestigious,0.979
presto,0.573
presuppose,0.588
pretender,0.5
pretty,0.875
pretzel,0.519
prevail,0.724
prevailing,0.798
prevalence,0.618
prevalent,0.694
prevent,0.635
preventative,0.65
prevention,0.76
preventive,0.643
preview,0.656
previous,0.521
previously,0.594
priceless,0.745
pride,0.729
priest,0.561
priestess,0.531
priesthood,0.622
priestly,0.605
prim,0.54
prima,0.633
primacy,0.778
primal,0.55
primary,0.562
primate,0.561
prime,0.708
primed,0.635
primer,0.625
primordial,0.625
primrose,0.827
prince,0.888
princely,0.786
princess,0.885
principal,0.65
principally,0.786
principle,0.75
principles,0.698
print,0.521
printing,0.646
printout,0.594
prioritize,0.671
priority,0.878
priory,0.561
prism,0.52
pristine,0.65
privacy,0.52
private,0.661
privilege,0.847
privileged,0.867
privy,0.583
prize,0.885
prized,0.906
pro,0.667
proactive,0.792
probability,0.673
probable,0.583
probate,0.684
probative,0.5
procedural,0.5
procedure,0.625
proceed,0.729
proceeding,0.688
proceeds,0.677
process,0.51
processing,0.726
procession,0.656
processor,0.685
proclaim,0.719
proclamation,0.708
procreate,0.646
procreation,0.792
proctologist,0.531
proctor,0.552
procure,0.745
procurement,0.781
prodigal,0.643
prodigious,0.875
prodigy,0.812
produce,0.908
produced,0.724
producer,0.559
producing,0.632
product,0.646
production,0.694
productive,0.847
productivity,0.958
profess,0.633
profession,0.68
professional,0.833
professionalism,0.781
professor,0.656
professorship,0.582
proficiency,0.667
proficient,0.854
profile,0.689
profiler,0.52
profit,0.93
profitable,0.87
profound,0.755
profusion,0.542
progenitor,0.781
progeny,0.571
prognosis,0.5
prognostic,0.646
program,0.561
programme,0.74
programmer,0.562
programming,0.6
progress,0.88
progression,0.74
progressive,0.755
project,0.725
projecting,0.635
projection,0.708
projector,0.573
prolific,0.625
prologue,0.571
prolong,0.573
prolongation,0.542
prom,0.527
promenade,0.837
prominence,0.706
prominent,0.676
prominently,0.771
promise,0.823
promising,0.791
promissory,0.571
promo,0.602
promontory,0.5
promote,0.83
promoter,0.646
promotion,0.906
promotional,0.84
prompt,0.602
prompting,0.587
promulgate,0.511
promulgation,0.602
pronounce,0.653
pronounced,0.67
pronouncement,0.662
pronto,0.646
pronunciation,0.531
prop,0.51
propaganda,0.521
propagate,0.561
propel,0.75
propelled,0.633
propelling,0.602
propensity,0.521
proper,0.796
property,0.74
prophecy,0.747
prophesy,0.673
prophet,0.673
prophetic,0.688
prophylactic,0.51
proportion,0.541
proportional,0.729
proportionate,0.704
proportions,0.625
proposal,0.888
propose,0.604
proposition,0.627
proprietary,0.771
proprietor,0.735
proprietorship,0.667
propriety,0.823
propulsion,0.615
prose,0.542
prospect,0.733
prospection,0.594
prospective,0.678
prospectively,0.76
prospector,0.573
prospectus,0.612
prosper,0.935
prosperity,0.917
prosperous,0.948
protagonist,0.765
protect,0.823
protected,0.854
protecting,0.878
protection,0.863
protective,0.844
protector,0.779
protein,0.75
prototype,0.673
protracted,0.592
protrude,0.704
proud,0.906
prove,0.583
proven,0.724
proverb,0.714
proverbial,0.583
provide,0.833
provided,0.871
providence,0.603
provider,0.751
providing,0.816
province,0.714
provincial,0.645
provision,0.75
provisional,0.531
provisionally,0.57
provisions,0.67
prowess,0.792
proximal,0.541
proximate,0.667
proximity,0.677
proxy,0.521
prudence,0.781
prudent,0.706
prune,0.531
psalm,0.688
psalms,0.602
pseudonym,0.5
psychical,0.5
psychology,0.561
pub,0.592
puberty,0.552
pubescent,0.55
public,0.592
publication,0.549
publicist,0.562
publicity,0.59
publicly,0.74
publish,0.714
published,0.667
publisher,0.571
publishing,0.708
pudding,0.75
puff,0.531
pug,0.6
pullover,0.657
pulse,0.507
puma,0.615
pumped,0.615
pumpkin,0.539
pun,0.653
punchy,0.52
punctual,0.745
punctuality,0.81
punctually,0.76
punctuation,0.561
pundit,0.644
pup,0.755
pupil,0.729
puppy,0.908
purchase,0.625
purchaser,0.51
purchasing,0.667
pure,0.811
purebliss,0.625
puree,0.708
purely,0.684
purification,0.847
purify,0.823
purist,0.625
purity,0.823
purple,0.7
purport,0.663
purpose,0.8
purposely,0.646
purr,0.604
purring,0.748
purse,0.656
pursuance,0.552
pursuit,0.643
purveyor,0.643
purview,0.635
pussycat,0.541
put,0.52
putative,0.51
puzzle,0.537
pyramid,0.74
pyramidal,0.613
pyrotechnics,0.561
quack,0.53
quad,0.52
quadrant,0.5
quadruple,0.51
quail,0.5
quaint,0.625
qualifications,0.776
qualified,0.76
qualify,0.73
qualifying,0.788
qualities,0.844
quality,0.896
quantify,0.719
quantitative,0.604
quantitatively,0.51
quantity,0.52
quantum,0.704
quarter,0.568
quarterback,0.677
quarterly,0.604
quartermaster,0.551
quarters,0.51
quartz,0.704
quasi,0.51
quay,0.542
queen,0.875
query,0.521
quest,0.643
question,0.51
quiche,0.5
quick,0.704
quicken,0.686
quickie,0.6
quickly,0.784
quickness,0.774
quiescent,0.5
quiet,0.792
quietly,0.561
quill,0.521
quilt,0.643
quince,0.557
quintet,0.56
quirky,0.708
quorum,0.615
quotation,0.796
quote,0.68
quotes,0.625
quotient,0.615
rabbit,0.685
raccoon,0.541
race,0.592
racehorse,0.719
racetrack,0.708
racket,0.52
racquetball,0.582
radar,0.521
radiance,0.796
radiant,0.888
radiate,0.719
radical,0.5
radically,0.552
radio,0.573
radiograph,0.561
radish,0.5
radius,0.521
raffle,0.64
raft,0.51
railing,0.551
railroad,0.591
railway,0.613
raiment,0.667
rain,0.542
rainbow,0.878
rainbow trout,0.7
rainbows,0.875
raindrops,0.698
rainfall,0.604
rainforest,0.612
rainy,0.61
rainyday,0.52
raise,0.885
raised,0.656
raisin,0.594
raising,0.735
rally,0.612
ramble,0.615
rancher,0.51
ranger,0.526
rank,0.531
ranking,0.54
ransom,0.582
rap,0.604
rapid,0.667
rapidity,0.667
rapids,0.573
rapper,0.55
rapping,0.565
rapport,0.771
rapt,0.521
rarity,0.646
raspberries,0.802
raspberry,0.735
rate,0.521
ratification,0.653
ratify,0.75
rating,0.663
ratio,0.56
ration,0.521
rational,0.775
rationale,0.656
rationalism,0.562
rationality,0.633
rationalize,0.633
ravioli,0.656
ravishing,0.745
ray,0.55
reach,0.719
react,0.5
read,0.74
reader,0.776
readership,0.698
readily,0.74
readiness,0.708
reading,0.781
readjustment,0.56
readout,0.59
ready,0.77
readytogo,0.667
reaffirm,0.75
real,0.719
realism,0.74
realist,0.72
realistic,0.7
reality,0.786
realization,0.554
realize,0.757
realm,0.708
realty,0.633
reap,0.677
reappear,0.688
rearrange,0.656
rearrangement,0.542
reason,0.781
reasonable,0.902
reasonableness,0.729
reasoning,0.729
reasons,0.583
reassemble,0.552
reassignment,0.551
reassurance,0.875
reassure,0.837
reassured,0.854
reassuring,0.847
rebate,0.667
rebirth,0.781
reboot,0.673
reborn,0.802
rebound,0.521
rebuild,0.656
recall,0.583
recap,0.602
receipt,0.542
receive,0.74
received,0.646
receiver,0.583
receiving,0.719
recent,0.592
receptacle,0.5
reception,0.694
receptionist,0.677
receptive,0.729
recess,0.646
recharge,0.584
recipe,0.698
recipient,0.604
reciprocal,0.677
reciprocate,0.76
reciprocity,0.74
recital,0.838
recitation,0.708
recite,0.688
reckon,0.643
reclamation,0.573
recognition,0.833
recognizable,0.625
recognize,0.76
recognized,0.875
recollect,0.688
recollection,0.722
recombinant,0.561
recombination,0.51
recommend,0.812
recommendation,0.912
recompense,0.844
recon,0.5
reconcile,0.76
reconciliation,0.896
reconnaissance,0.729
reconnect,0.63
reconsideration,0.531
reconstitution,0.587
reconstruct,0.74
reconstruction,0.625
reconstructive,0.596
record,0.552
recorder,0.551
recording,0.573
recoup,0.719
recover,0.918
recoverable,0.78
recovery,0.781
recreate,0.724
recreation,0.909
recreational,0.896
recruit,0.551
recruiter,0.662
rectify,0.625
recuperation,0.688
recurrent,0.552
recycle,0.521
recycled,0.561
recycling,0.552
reddish,0.521
redecorate,0.602
redeem,0.633
redeemed,0.625
redesign,0.622
redhead,0.677
redheaded,0.51
redress,0.677
redwood,0.592
reef,0.583
reefer,0.5
reefs,0.531
reelection,0.541
reenactment,0.771
reentry,0.604
reestablish,0.635
refer,0.506
referee,0.531
reference,0.633
referendum,0.51
referral,0.694
refill,0.67
refine,0.653
refined,0.85
refinement,0.719
refinery,0.646
refining,0.694
refit,0.5
reflect,0.698
reflecting,0.59
reflection,0.71
reflective,0.656
reflex,0.583
reform,0.531
reformation,0.809
reformer,0.562
refractor,0.51
refractory,0.52
refresh,0.719
refreshed,0.91
refreshing,0.936
refreshment,0.667
refrigerate,0.635
refrigeration,0.735
refrigerator,0.677
refuel,0.592
refuge,0.64
refund,0.541
refurbish,0.656
regain,0.729
regal,0.643
regalia,0.76
regard,0.802
regatta,0.74
regency,0.52
regenerate,0.782
regeneration,0.76
regent,0.68
reggae,0.698
region,0.54
regional,0.62
regionalism,0.64
registrar,0.599
registration,0.622
registry,0.573
regroup,0.633
regularity,0.663
regulars,0.729
regulate,0.51
regulated,0.531
regulation,0.542
regulator,0.5
regulatory,0.531
rehab,0.531
rehabilitate,0.671
rehearsal,0.667
rehearse,0.588
reign,0.806
reigning,0.677
reimburse,0.68
reimbursement,0.653
rein,0.5
reincarnation,0.786
reindeer,0.592
reinforce,0.604
reinforcement,0.729
reinforcements,0.646
reinstate,0.76
reinstatement,0.729
reinvest,0.57
reinvestment,0.582
rejoice,0.827
rejoicing,0.811
rejoin,0.655
rejuvenate,0.776
rejuvenated,0.809
rekindle,0.656
relate,0.653
related,0.677
relation,0.857
relationship,0.867
relative,0.5
relativity,0.594
relax,0.927
relaxant,0.878
relaxation,0.873
relaxed,0.865
relaxing,0.854
relay,0.738
release,0.74
released,0.844
relevance,0.71
relevancy,0.724
relevant,0.719
reliability,0.917
reliable,0.912
reliance,0.844
relic,0.646
relics,0.719
relief,0.844
relieve,0.813
relieved,0.896
relieving,0.74
relight,0.56
religion,0.646
religious,0.74
relish,0.854
relive,0.75
reload,0.562
relocate,0.5
rely,0.812
remain,0.709
remains,0.61
remake,0.583
remark,0.561
remarkable,0.88
remarkably,0.688
remarry,0.653
remedy,0.625
remember,0.776
remembered,0.916
remembering,0.535
remembrance,0.812
remind,0.721
reminder,0.552
reminisce,0.903
reminiscent,0.5
reminiscing,0.688
remit,0.51
remittance,0.684
remodel,0.604
remuneration,0.792
renaissance,0.771
rencontre,0.51
render,0.541
rendering,0.531
rendezvous,0.75
renegotiate,0.58
renew,0.868
renewal,0.77
renovate,0.878
renovated,0.783
renovation,0.816
renown,0.693
renowned,0.844
rental,0.51
renter,0.59
reopen,0.656
reorganization,0.622
reorganize,0.667
rep,0.52
repaint,0.622
repair,0.583
repairman,0.582
reparation,0.531
repertoire,0.633
repertory,0.562
rephrase,0.547
replay,0.612
replenish,0.615
replete,0.552
reply,0.762
report,0.583
reporter,0.531
represent,0.781
representation,0.677
representative,0.704
represented,0.724
representing,0.796
reprieve,0.531
reprint,0.51
reproduce,0.823
reproduction,0.8
reproductive,0.77
reprogram,0.519
republic,0.635
repurchase,0.531
reputable,0.781
reputation,0.74
repute,0.729
request,0.625
required,0.583
requirement,0.51
reroute,0.54
rescue,0.806
research,0.633
researcher,0.569
resemblance,0.743
resemble,0.602
resembling,0.592
reservation,0.688
reserve,0.585
reserved,0.594
reserves,0.653
reservoir,0.531
residence,0.615
residences,0.618
residency,0.694
resident,0.592
residential,0.72
resilience,0.531
resilient,0.542
resistant,0.592
resolute,0.771
resolutely,0.714
resolution,0.78
resolve,0.71
resolved,0.735
resonance,0.541
resonant,0.542
resonate,0.582
resort,0.573
resource,0.74
resourceful,0.906
resources,0.604
respect,0.927
respectability,0.875
respectable,0.85
respected,0.908
respectful,0.951
respecting,0.837
respective,0.625
respects,0.84
respiration,0.76
respiratory,0.5
respite,0.6
resplendent,0.905
respond,0.573
response,0.615
responsibility,0.76
responsible,0.837
responsive,0.816
rest,0.907
restart,0.531
restaurant,0.847
rested,0.792
restful,0.781
restitution,0.583
restock,0.51
restoration,0.755
restorative,0.633
restore,0.765
restored,0.892
restoring,0.82
restroom,0.653
result,0.812
resultant,0.67
resume,0.573
resumption,0.637
resurrect,0.781
resurrection,0.708
resuscitate,0.531
resuscitation,0.753
retail,0.51
retailer,0.708
retake,0.616
retinal,0.531
retreat,0.5
retrial,0.5
retribution,0.625
retrieval,0.7
retrieve,0.74
retro,0.65
retroactive,0.521
retrospective,0.594
retrospectively,0.516
return,0.602
reunion,0.837
reunite,0.656
reunited,0.708
revel,0.74
revelation,0.879
revelations,0.729
revels,0.827
revenue,0.873
revere,0.75
reverence,0.643
reverend,0.65
reverent,0.551
reverie,0.667
reverse,0.539
reverting,0.562
review,0.667
reviewer,0.562
revise,0.5
revisit,0.552
revival,0.823
revive,0.676
revolutionary,0.635
revolutionize,0.684
revolve,0.592
revolving,0.602
revue,0.594
revving,0.604
reward,0.948
rewarding,0.958
rhapsody,0.708
rhinestone,0.531
rhino,0.531
rhinoceros,0.556
rhubarb,0.582
rhyme,0.667
rhyming,0.729
rhythm,0.771
rhythmic,0.714
rhythmical,0.844
ribbon,0.719
rice,0.667
rich,0.882
riches,0.958
richness,0.896
riddle,0.521
ride,0.806
rider,0.635
riding,0.694
rife,0.57
riff,0.521
rig,0.542
rigging,0.51
right,0.74
righteous,0.823
righteousness,0.802
rightful,0.837
rightly,0.74
righty,0.75
rim,0.51
rind,0.542
ring,0.677
ringer,0.573
ringing,0.724
ringleader,0.52
ringmaster,0.63
ringside,0.5
rink,0.551
rinse,0.663
riparian,0.552
ripe,0.671
ripen,0.755
ripening,0.615
ripple,0.5
rippling,0.5
rise,0.667
rising,0.75
risotto,0.802
river,0.688
riverbank,0.684
riverbed,0.61
riverboat,0.561
road,0.656
roadhouse,0.5
roadie,0.5
roads,0.677
roadside,0.5
roadster,0.531
roadtrip,0.677
roadway,0.562
roadworks,0.562
roam,0.51
roast,0.521
roasted,0.615
robe,0.594
robin,0.552
robotics,0.592
robust,0.667
rock,0.623
rocker,0.615
rocket,0.664
role,0.552
roller,0.521
rollercoaster,0.802
rollicking,0.878
rolling,0.51
roman,0.615
romance,0.98
romantic,0.936
romanticism,0.854
romp,0.61
roof,0.602
rooftop,0.571
rookie,0.583
room,0.729
roomful,0.786
roommate,0.75
rooms,0.677
roomy,0.76
roost,0.5
root,0.602
root beer,0.582
rooted,0.51
rosary,0.806
rose,0.865
rosemary,0.688
roster,0.531
rosy,0.94
rotary,0.573
rotation,0.67
rote,0.561
rotor,0.5
rotunda,0.5
rouge,0.562
round,0.552
rounded,0.592
roundup,0.52
rouse,0.521
rousing,0.714
route,0.583
rover,0.51
roving,0.583
royal,0.796
royalty,0.832
rub,0.521
rubbers,0.604
rubdown,0.561
ruby,0.663
rug,0.52
rugby,0.677
rugged,0.561
rule,0.567
rum,0.561
rumba,0.781
run,0.542
rundown,0.52
rung,0.51
running,0.73
running shoes,0.653
runny,0.54
runway,0.585
rural,0.562
ruse,0.531
sabbatical,0.771
saber,0.551
sacrament,0.69
sacred,0.833
sadday,0.52
saddle,0.51
safari,0.663
safe,0.898
safeguard,0.786
safekeeping,0.653
safety,0.708
saga,0.635
sage,0.781
sail,0.615
sailboat,0.719
sailing,0.667
sailor,0.5
saint,0.812
sainted,0.708
saintly,0.865
salad,0.75
salami,0.667
salary,0.786
sale,0.647
salesgirl,0.582
salesman,0.643
salient,0.6
sally,0.604
salmon,0.76
salon,0.531
saloon,0.63
salsa,0.742
salutary,0.885
salutation,0.878
salute,0.833
salvage,0.622
salvation,0.857
salve,0.612
samba,0.781
sameness,0.531
sample,0.521
samurai,0.562
sanctification,0.77
sanctified,0.792
sanctify,0.673
sanctity,0.771
sanctuary,0.863
sanctum,0.521
sand,0.582
sandbox,0.573
sands,0.646
sandwich,0.672
sane,0.76
sanguine,0.52
sanitation,0.742
sanity,0.667
santa,0.735
sapphire,0.77
sappy,0.583
sardine,0.541
sarsaparilla,0.542
sashimi,0.704
satchel,0.521
sate,0.667
satellite,0.562
satin,0.519
satisfaction,0.939
satisfactorily,0.765
satisfactory,0.959
satisfied,0.959
satisfy,0.867
satisfying,0.89
sauce,0.562
saucer,0.51
sauerkraut,0.531
sauna,0.781
sausage,0.542
savanna,0.606
savannah,0.729
savant,0.781
save,0.77
saver,0.745
saving,0.663
savings,0.776
savior,0.92
savor,0.827
savory,0.812
savvy,0.719
sax,0.573
saxophone,0.688
say,0.571
sayonara,0.56
scampi,0.531
scanner,0.531
scarf,0.75
scarlet,0.507
scenario,0.667
scene,0.57
scenery,0.745
scenic,0.684
scent,0.633
scented,0.865
scepter,0.63
schedule,0.51
scheme,0.521
schnapps,0.583
scholar,0.694
scholarly,0.75
scholarship,0.866
scholastic,0.5
school,0.765
schoolboy,0.623
schoolgirl,0.76
schoolhouse,0.602
schooling,0.582
schoolmaster,0.667
schoolteacher,0.521
schoolyard,0.684
schooner,0.635
science,0.588
scientific,0.653
scientist,0.562
scifi,0.592
scintillating,0.65
scintillation,0.576
scintillator,0.583
scoop,0.583
scoot,0.51
scooter,0.51
scope,0.656
score,0.67
scoreboard,0.667
scorer,0.73
scores,0.594
scotch,0.578
scout,0.656
scrabble,0.625
scrapbook,0.562
screen,0.67
screening,0.562
screenplay,0.5
screenwriter,0.571
screwdriver,0.52
scribe,0.541
script,0.61
scriptural,0.551
scripture,0.745
scrumptious,0.959
scrupulous,0.545
scrutiny,0.5
scuba,0.542
sculptor,0.653
sculpture,0.75
sculptured,0.708
sea,0.833
seaboard,0.663
seafood,0.656
seagull,0.635
seaman,0.52
seamstress,0.535
seaport,0.594
search,0.635
searching,0.534
searchlight,0.622
seashore,0.796
seaside,0.887
season,0.792
seasonal,0.592
seasoned,0.812
seasoning,0.633
seat,0.542
seatbelt,0.656
seating,0.552
seawater,0.76
second cousin,0.698
secondary,0.636
secretariat,0.518
secretary,0.612
secretly,0.525
section,0.5
sector,0.594
secure,0.844
securities,0.75
security,0.837
sedate,0.656
sedation,0.51
seducer,0.704
seducing,0.569
seduction,0.51
seductive,0.771
see,0.635
seed,0.656
seeds,0.731
seek,0.622
seeker,0.646
seer,0.604
seesaw,0.57
seize,0.656
select,0.615
selection,0.594
selective,0.612
selectman,0.552
self,0.704
selfless,0.521
selflove,0.854
selfworth,0.704
sell,0.618
seller,0.635
semantics,0.698
semaphore,0.552
semblance,0.5
semen,0.5
semester,0.521
seminar,0.583
seminary,0.594
send,0.663
sender,0.542
senior,0.561
senor,0.527
senorita,0.765
sensation,0.781
sensational,0.938
sense,0.781
senses,0.74
sensibility,0.583
sensible,0.625
sensibly,0.786
sensitive,0.714
sensitivity,0.75
sensor,0.571
sensory,0.583
sensual,0.73
sensuality,0.844
sensuous,0.854
sentence,0.625
sentient,0.583
sentiment,0.765
sentimental,0.583
sentimentality,0.771
sentinel,0.531
sept,0.521
sequel,0.65
sequence,0.543
sequent,0.531
serenade,0.875
serendipity,0.677
serene,0.802
serenity,0.9
serialize,0.5
series,0.622
serif,0.531
serious,0.5
serpentine,0.576
serum,0.52
serve,0.622
server,0.656
service,0.684
serviceable,0.834
sesame,0.673
session,0.51
sessions,0.646
set,0.521
sett,0.56
setter,0.541
settle,0.833
settled,0.521
settlement,0.635
settler,0.573
settlor,0.531
setup,0.667
seven,0.672
seventeen,0.585
seventh,0.5
seventy,0.625
severally,0.719
sew,0.51
sewing,0.625
sex,0.803
sexual,0.584
sexuality,0.67
sexy,0.865
shaft,0.549
shaggy,0.51
shaker,0.52
shall,0.51
shampoo,0.604
shanghai,0.551
shank,0.53
shape,0.592
shapely,0.771
share,0.759
shareholder,0.656
sharing,0.827
sharpen,0.582
sharpened,0.573
sharpener,0.532
sharpness,0.729
shave,0.521
shaving,0.5
shawl,0.72
sheen,0.812
sheep,0.604
sheepdog,0.684
sheer,0.604
sheik,0.521
shelf,0.561
shell,0.615
shellfish,0.594
shelter,0.704
sheltered,0.59
shelters,0.582
shepherd,0.656
sherbet,0.592
sheriff,0.602
sherry,0.594
shield,0.51
shifting,0.518
shilling,0.521
shimmer,0.745
shimmering,0.844
shindig,0.552
shine,0.844
shiner,0.74
shingle,0.51
shining,0.885
shiny,0.885
ship,0.646
shipment,0.582
shipping,0.622
shipshape,0.594
shirt,0.698
shockingly,0.51
shoe,0.517
shoes,0.729
shop,0.725
shopkeeper,0.677
shopper,0.646
shopping,0.915
shore,0.542
shoreline,0.677
short story,0.697
shortcake,0.677
shortcut,0.594
shortly,0.582
shorts,0.622
shoulder,0.562
show,0.673
showbiz,0.661
showboat,0.618
showcase,0.521
shower,0.669
showgirl,0.633
showing,0.622
showroom,0.74
showy,0.698
shrewd,0.551
shrimp,0.571
shrine,0.802
shrub,0.531
shrunken,0.5
shuffleboard,0.531
shuffling,0.521
shuteye,0.521
shuttle,0.531
sib,0.698
sibling,0.857
sideboard,0.59
sideburns,0.777
sidecar,0.552
sidekick,0.602
sideways,0.788
sidewinder,0.5
siesta,0.74
sift,0.542
sifting,0.571
sight,0.684
sighting,0.582
sightseeing,0.875
sign,0.62
signal,0.615
signature,0.57
significance,0.82
significant,0.827
signification,0.583
signpost,0.51
silhouette,0.582
silk,0.76
silken,0.73
silky,0.802
silt,0.51
silver,0.684
silverware,0.663
silvery,0.543
similar,0.562
similarity,0.729
simile,0.615
simmer,0.65
simple,0.653
simples,0.724
simplicity,0.667
simplify,0.565
simply,0.535
simulate,0.551
simulated,0.5
simulating,0.552
simulation,0.552
simulator,0.677
simultaneous,0.691
simultaneously,0.656
sincere,0.918
sincerity,0.908
sing,0.858
singer,0.802
singing,0.885
singly,0.553
singular,0.61
singularity,0.582
singularly,0.571
sinus,0.531
sir,0.622
sire,0.854
siren,0.57
sirloin,0.546
sister,0.916
sisterhood,0.837
sit,0.561
sitcom,0.562
site,0.677
sitter,0.656
sitting,0.561
situate,0.51
situated,0.542
situation,0.531
six,0.5
sixteen,0.583
sixth,0.521
sixty,0.694
sizable,0.727
size,0.531
skate,0.74
skateboard,0.677
skater,0.633
skating,0.745
sketch,0.704
sketching,0.729
ski,0.684
skier,0.802
skiing,0.823
skijump,0.635
skill,0.847
skilled,0.886
skillet,0.51
skillful,0.802
skin,0.569
skirt,0.602
skirts,0.622
sky,0.958
skylight,0.708
skyline,0.592
skyscraper,0.622
slack,0.521
slate,0.531
slates,0.5
sled,0.635
sledding,0.625
sledge,0.646
sleek,0.75
sleep,0.719
sleeper,0.64
sleeping,0.704
sleepover,0.815
sleepy,0.604
sleeve,0.531
sleeveless,0.638
sleigh,0.742
sleight,0.719
slender,0.812
slice,0.583
slicker,0.727
slide,0.615
slider,0.585
slight,0.521
slight anticipation,0.562
slight surprise,0.677
slightly positive,0.792
slim,0.562
slipper,0.635
slippers,0.573
slogan,0.55
slumber,0.592
slurp,0.54
sly,0.573
small,0.542
smart,0.906
smarten,0.602
smarty,0.673
smell,0.51
smile,0.906
smiled,0.949
smiles,0.892
smiley,0.865
smiling,0.981
smirk,0.792
